SummitCode,AssociationName,RegionName,SummitName,AltM,AltFt,GridRef1,GridRef2,Longitude,Latitude,Points,BonusPoints,ValidFrom,ValidTo,ActivationCount,ActivationDate,ActivationCall
ZL3/MB-246,New Zealand - South Island,Marlborough,ZL3/MB-246,770,2526,174.0289,-41.7817,174.0289,-41.7817,2,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-247,New Zealand - South Island,Marlborough,ZL3/MB-247,764,2506,174.1587,-41.0630,174.1587,-41.0630,2,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-248,New Zealand - South Island,Marlborough,Water Hill,763,2503,173.1644,-41.6570,173.1644,-41.6570,2,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-249,New Zealand - South Island,Marlborough,Gibraltar Hill,761,2496,173.7280,-41.1753,173.7280,-41.1753,2,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-250,New Zealand - South Island,Marlborough,ZL3/MB-250,760,2493,173.8320,-41.4218,173.8320,-41.4218,2,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-251,New Zealand - South Island,Marlborough,ZL3/MB-251,757,2483,174.1662,-41.0249,174.1662,-41.0249,2,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-252,New Zealand - South Island,Marlborough,ZL3/MB-252,740,2427,173.7651,-41.2063,173.7651,-41.2063,2,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-253,New Zealand - South Island,Marlborough,ZL3/MB-253,740,2427,173.9564,-41.2988,173.9564,-41.2988,2,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-254,New Zealand - South Island,Marlborough,Takapōtaka/Attempt Hill,729,2391,173.8675,-40.8540,173.8675,-40.8540,2,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-255,New Zealand - South Island,Marlborough,Mount McLaren,725,2378,173.7292,-41.0821,173.7292,-41.0821,2,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-256,New Zealand - South Island,Marlborough,ZL3/MB-256,723,2372,173.5887,-41.6302,173.5887,-41.6302,2,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-257,New Zealand - South Island,Marlborough,ZL3/MB-257,721,2365,173.9127,-41.3972,173.9127,-41.3972,2,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-258,New Zealand - South Island,Marlborough,The Castles,713,2339,173.7711,-41.6791,173.7711,-41.6791,2,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-259,New Zealand - South Island,Marlborough,ZL3/MB-259,710,2329,173.5216,-41.3413,173.5216,-41.3413,2,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-260,New Zealand - South Island,Marlborough,ZL3/MB-260,708,2322,173.8501,-41.0740,173.8501,-41.0740,2,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-261,New Zealand - South Island,Marlborough,ZL3/MB-261,706,2316,173.4809,-41.3422,173.4809,-41.3422,2,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-262,New Zealand - South Island,Marlborough,Mount Oliver,698,2290,173.8850,-41.2693,173.8850,-41.2693,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-263,New Zealand - South Island,Marlborough,Mount Woore,693,2273,173.8432,-40.8152,173.8432,-40.8152,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-264,New Zealand - South Island,Marlborough,Oterawhanga,688,2257,174.2488,-41.0598,174.2488,-41.0598,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-265,New Zealand - South Island,Marlborough,ZL3/MB-265,688,2257,174.0388,-41.9056,174.0388,-41.9056,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-266,New Zealand - South Island,Marlborough,Turner Peak,683,2240,173.9364,-40.9374,173.9364,-40.9374,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-267,New Zealand - South Island,Marlborough,ZL3/MB-267,681,2234,173.8977,-41.3705,173.8977,-41.3705,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-268,New Zealand - South Island,Marlborough,ZL3/MB-268,677,2221,173.9472,-41.6442,173.9472,-41.6442,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-269,New Zealand - South Island,Marlborough,Mount Drew,661,2168,173.8849,-40.9856,173.8849,-40.9856,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-270,New Zealand - South Island,Marlborough,Tennyson,658,2158,173.7493,-41.0851,173.7493,-41.0851,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-271,New Zealand - South Island,Marlborough,ZL3/MB-271,656,2152,173.6246,-41.7200,173.6246,-41.7200,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-272,New Zealand - South Island,Marlborough,ZL3/MB-272,652,2139,173.4816,-41.2966,173.4816,-41.2966,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-273,New Zealand - South Island,Marlborough,Dumgree,645,2116,173.9975,-41.6159,173.9975,-41.6159,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-274,New Zealand - South Island,Marlborough,Kahikatea,639,2096,174.1133,-41.2622,174.1133,-41.2622,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-275,New Zealand - South Island,Marlborough,ZL3/MB-275,632,2073,173.8003,-40.8734,173.8003,-40.8734,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-276,New Zealand - South Island,Marlborough,ZL3/MB-276,620,2034,174.0154,-41.1144,174.0154,-41.1144,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-277,New Zealand - South Island,Marlborough,ZL3/MB-277,617,2024,173.5509,-41.2872,173.5509,-41.2872,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-278,New Zealand - South Island,Marlborough,Rahotia,611,2004,174.1662,-41.2738,174.1662,-41.2738,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-279,New Zealand - South Island,Marlborough,Bobs Peak,608,1994,173.7527,-41.0173,173.7527,-41.0173,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-280,New Zealand - South Island,Marlborough,ZL3/MB-280,608,1994,174.0057,-41.1528,174.0057,-41.1528,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-281,New Zealand - South Island,Marlborough,ZL3/MB-281,600,1968,173.7515,-41.4522,173.7515,-41.4522,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-282,New Zealand - South Island,Marlborough,ZL3/MB-282,586,1922,173.6065,-41.2753,173.6065,-41.2753,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-283,New Zealand - South Island,Marlborough,ZL3/MB-283,580,1902,173.7595,-41.2413,173.7595,-41.2413,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-284,New Zealand - South Island,Marlborough,Taraukawa,575,1886,174.2292,-41.2629,174.2292,-41.2629,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-285,New Zealand - South Island,Marlborough,Wells Peak,574,1883,173.8250,-40.8888,173.8250,-40.8888,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-286,New Zealand - South Island,Marlborough,ZL3/MB-286,572,1876,174.1029,-41.2840,174.1029,-41.2840,1,0,01/05/2016,31/12/2099,1,01/06/2019,ZL3GA,
ZL3/MB-287,New Zealand - South Island,Marlborough,ZL3/MB-287,571,1873,174.0046,-41.6027,174.0046,-41.6027,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-288,New Zealand - South Island,Marlborough,Kauauroa,565,1853,173.9644,-41.0308,173.9644,-41.0308,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-289,New Zealand - South Island,Marlborough,ZL3/MB-289,564,1850,173.5326,-41.3260,173.5326,-41.3260,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-290,New Zealand - South Island,Marlborough,Mount Victoria,562,1843,174.0529,-41.8531,174.0529,-41.8531,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-291,New Zealand - South Island,Marlborough,Narawhia,559,1833,174.3629,-41.1860,174.3629,-41.1860,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-292,New Zealand - South Island,Marlborough,ZL3/MB-292,558,1830,173.6462,-41.6899,173.6462,-41.6899,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-293,New Zealand - South Island,Marlborough,Onahau,555,1820,173.9433,-41.2361,173.9433,-41.2361,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-294,New Zealand - South Island,Marlborough,ZL3/MB-294,549,1801,173.9527,-41.6127,173.9527,-41.6127,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-295,New Zealand - South Island,Marlborough,ZL3/MB-295,547,1794,173.9958,-41.0046,173.9958,-41.0046,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-296,New Zealand - South Island,Marlborough,ZL3/MB-296,546,1791,173.9463,-41.1009,173.9463,-41.1009,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-297,New Zealand - South Island,Marlborough,ZL3/MB-297,543,1781,173.7921,-41.4194,173.7921,-41.4194,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-298,New Zealand - South Island,Marlborough,ZL3/MB-298,538,1765,174.2140,-41.2991,174.2140,-41.2991,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-299,New Zealand - South Island,Marlborough,Askews Hill,520,1706,173.7077,-41.0272,173.7077,-41.0272,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-300,New Zealand - South Island,Marlborough,Spencer Point,518,1699,173.8948,-41.0685,173.8948,-41.0685,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-301,New Zealand - South Island,Marlborough,ZL3/MB-301,510,1673,174.0472,-41.7568,174.0472,-41.7568,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-302,New Zealand - South Island,Marlborough,ZL3/MB-302,494,1620,174.1351,-41.1802,174.1351,-41.1802,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-303,New Zealand - South Island,Marlborough,ZL3/MB-303,493,1617,173.9891,-41.0232,173.9891,-41.0232,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-304,New Zealand - South Island,Marlborough,Orr Hill,493,1617,173.7940,-40.9970,173.7940,-40.9970,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-305,New Zealand - South Island,Marlborough,ZL3/MB-305,488,1601,174.3329,-41.1896,174.3329,-41.1896,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-306,New Zealand - South Island,Marlborough,Arapawa,485,1591,174.2800,-41.1916,174.2800,-41.1916,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-307,New Zealand - South Island,Marlborough,Mt Cawte,481,1578,173.8261,-41.2728,173.8261,-41.2728,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-308,New Zealand - South Island,Marlborough,ZL3/MB-308,478,1568,173.6181,-41.6523,173.6181,-41.6523,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-309,New Zealand - South Island,Marlborough,Eatwells Lookout,474,1555,174.1615,-41.1605,174.1615,-41.1605,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-310,New Zealand - South Island,Marlborough,Dog Hill,470,1541,174.0766,-41.7981,174.0766,-41.7981,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-311,New Zealand - South Island,Marlborough,ZL3/MB-311,468,1535,173.8738,-41.1064,173.8738,-41.1064,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-312,New Zealand - South Island,Marlborough,ZL3/MB-312,453,1486,173.9646,-41.5862,173.9646,-41.5862,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-313,New Zealand - South Island,Marlborough,ZL3/MB-313,436,1430,174.3533,-41.1268,174.3533,-41.1268,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-314,New Zealand - South Island,Marlborough,ZL3/MB-314,436,1430,174.0442,-41.2028,174.0442,-41.2028,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-315,New Zealand - South Island,Marlborough,ZL3/MB-315,436,1430,173.7096,-41.4784,173.7096,-41.4784,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-316,New Zealand - South Island,Marlborough,ZL3/MB-316,435,1427,173.9057,-41.2157,173.9057,-41.2157,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-317,New Zealand - South Island,Marlborough,Cape Koamaru,429,1407,174.3810,-41.1128,174.3810,-41.1128,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-318,New Zealand - South Island,Marlborough,ZL3/MB-318,429,1407,173.7562,-41.6202,173.7562,-41.6202,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-319,New Zealand - South Island,Marlborough,ZL3/MB-319,418,1371,174.0040,-40.9765,174.0040,-40.9765,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-320,New Zealand - South Island,Marlborough,ZL3/MB-320,416,1364,173.9833,-41.2163,173.9833,-41.2163,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-321,New Zealand - South Island,Marlborough,ZL3/MB-321,407,1335,174.0111,-41.2129,174.0111,-41.2129,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-322,New Zealand - South Island,Marlborough,ZL3/MB-322,404,1325,174.2346,-41.1112,174.2346,-41.1112,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-323,New Zealand - South Island,Marlborough,ZL3/MB-323,401,1315,173.5136,-41.3083,173.5136,-41.3083,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-324,New Zealand - South Island,Marlborough,ZL3/MB-324,393,1289,173.9140,-41.1162,173.9140,-41.1162,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-325,New Zealand - South Island,Marlborough,Cliff Peaks,390,1279,173.8225,-40.7902,173.8225,-40.7902,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-326,New Zealand - South Island,Marlborough,Kaitapeha,387,1269,174.1899,-41.2279,174.1899,-41.2279,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-327,New Zealand - South Island,Marlborough,ZL3/MB-327,385,1263,174.1954,-41.2554,174.1954,-41.2554,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-328,New Zealand - South Island,Marlborough,Tower Ridge,380,1246,173.8575,-40.7532,173.8575,-40.7532,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-329,New Zealand - South Island,Marlborough,ZL3/MB-329,378,1240,174.0057,-40.9219,174.0057,-40.9219,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-330,New Zealand - South Island,Marlborough,Maud Island (Te Hoiere),368,1207,173.8877,-41.0238,173.8877,-41.0238,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-331,New Zealand - South Island,Marlborough,Weld Cone,368,1207,174.1712,-41.8485,174.1712,-41.8485,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-332,New Zealand - South Island,Marlborough,ZL3/MB-332,359,1177,173.9461,-40.7552,173.9461,-40.7552,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-333,New Zealand - South Island,Marlborough,Green Hill,357,1171,173.8739,-42.0954,173.8739,-42.0954,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-334,New Zealand - South Island,Marlborough,Forsyth Island (Te Paruparu),356,1167,174.0637,-40.9796,174.0637,-40.9796,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-335,New Zealand - South Island,Marlborough,Limestone Ridge,350,1148,174.1835,-41.8209,174.1835,-41.8209,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-336,New Zealand - South Island,Marlborough,ZL3/MB-336,344,1128,173.5184,-41.2895,173.5184,-41.2895,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-337,New Zealand - South Island,Marlborough,London Hill,322,1056,174.1718,-41.8038,174.1718,-41.8038,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-338,New Zealand - South Island,Marlborough,ZL3/MB-338,316,1036,174.0719,-41.5965,174.0719,-41.5965,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-339,New Zealand - South Island,Marlborough,Hollow Top,310,1017,174.1454,-41.8703,174.1454,-41.8703,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-340,New Zealand - South Island,Marlborough,Rocks,308,1010,174.1485,-41.8492,174.1485,-41.8492,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-341,New Zealand - South Island,Marlborough,Alligator Head,301,987,174.1610,-40.9737,174.1610,-40.9737,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-342,New Zealand - South Island,Marlborough,Blumine Island (Oruawairua),298,977,174.2407,-41.1741,174.2407,-41.1741,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-343,New Zealand - South Island,Marlborough,ZL3/MB-343,293,961,173.7836,-41.4700,173.7836,-41.4700,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-344,New Zealand - South Island,Marlborough,Stephens Island (Takapourewa),283,928,173.9963,-40.6704,173.9963,-40.6704,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-345,New Zealand - South Island,Marlborough,ZL3/MB-345,271,889,174.0731,-40.9469,174.0731,-40.9469,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-346,New Zealand - South Island,Marlborough,Nukuwaiata Island (West),247,810,174.0652,-40.9015,174.0652,-40.9015,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-347,New Zealand - South Island,Marlborough,ZL3/MB-347,242,793,174.1840,-41.1891,174.1840,-41.1891,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-348,New Zealand - South Island,Marlborough,Nukuwaiata Island (East),235,770,174.0854,-40.8944,174.0854,-40.8944,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-349,New Zealand - South Island,Marlborough,Tapapa Point,229,751,173.9381,-41.0376,173.9381,-41.0376,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-350,New Zealand - South Island,Marlborough,Whakatari,225,738,173.9937,-40.7521,173.9937,-40.7521,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-351,New Zealand - South Island,Marlborough,Tinui Island,190,623,173.9672,-40.7770,173.9672,-40.7770,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-352,New Zealand - South Island,Marlborough,Matapara / Pickersgill Island,186,610,174.2835,-41.1610,174.2835,-41.1610,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-353,New Zealand - South Island,Marlborough,Te Kakaho Island,179,587,174.1034,-40.8868,174.1034,-40.8868,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-354,New Zealand - South Island,Marlborough,Kaiaho Point,162,531,174.0273,-41.1872,174.0273,-41.1872,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-355,New Zealand - South Island,Marlborough,Long Island,152,498,174.2861,-41.1122,174.2861,-41.1122,1,0,01/05/2016,31/12/2099,0,,,
ZL3/MB-356,New Zealand - South Island,Marlborough,ZL3/MB-356,1214,3982,173.4525,-42.0298,173.4525,-42.0298,4,3,01/04/2017,31/12/2099,0,,,
ZL3/MB-357,New Zealand - South Island,Marlborough,ZL3/MB-357,150,492,173.98085,-40.76565,173.9809,-40.7657,1,0,01/04/2017,31/12/2099,0,,,
ZL3/OT-001,New Zealand - South Island,Otago,Mount Earnslaw / Pikirakatahi (East Peak),2830,9284,168.4106,-44.6224,168.4106,-44.6224,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-002,New Zealand - South Island,Otago,Mount Earnslaw / Pikirakatahi (West Peak),2820,9251,168.3954,-44.6257,168.3954,-44.6257,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-003,New Zealand - South Island,Otago,Rob Roy Peak,2644,8674,168.7226,-44.4516,168.7226,-44.4516,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-004,New Zealand - South Island,Otago,Mount Edward,2620,8595,168.5846,-44.4665,168.5846,-44.4665,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-005,New Zealand - South Island,Otago,Sir William Peak,2610,8562,168.4044,-44.5924,168.4044,-44.5924,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-006,New Zealand - South Island,Otago,Mount Avalanche,2606,8549,168.7412,-44.4219,168.7412,-44.4219,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-007,New Zealand - South Island,Otago,Mount Head,2585,8480,168.4298,-44.5565,168.4298,-44.5565,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-008,New Zealand - South Island,Otago,O'Leary Peak,2570,8431,168.4101,-44.6125,168.4101,-44.6125,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-009,New Zealand - South Island,Otago,Centaur Peaks,2525,8284,168.5748,-44.6354,168.5748,-44.6354,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-010,New Zealand - South Island,Otago,Mount Tewha,2510,8234,168.5974,-44.5402,168.5974,-44.5402,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-011,New Zealand - South Island,Otago,Mount Huxley,2505,8218,169.6785,-44.0709,169.6785,-44.0709,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-012,New Zealand - South Island,Otago,Mount Tyndall,2496,8188,168.6401,-44.5299,168.6401,-44.5299,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-013,New Zealand - South Island,Otago,Mount Ferguson,2480,8136,168.5518,-44.6601,168.5518,-44.6601,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-014,New Zealand - South Island,Otago,Pluto Peak,2480,8136,168.3862,-44.6154,168.3862,-44.6154,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-015,New Zealand - South Island,Otago,Mount Barth,2456,8057,169.6035,-44.1597,169.6035,-44.1597,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-016,New Zealand - South Island,Otago,Abseil Peak,2435,7988,169.6777,-44.0609,169.6777,-44.0609,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-017,New Zealand - South Island,Otago,Soloist Peak,2414,7919,169.7005,-44.0397,169.7005,-44.0397,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-018,New Zealand - South Island,Otago,Richardson Mountains (Mid),2413,7916,168.5534,-44.7205,168.5534,-44.7205,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-019,New Zealand - South Island,Otago,Mount Strauchon,2391,7844,169.6965,-43.9615,169.6965,-43.9615,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-020,New Zealand - South Island,Otago,Protuberance Peak,2389,7837,169.6846,-44.0388,169.6846,-44.0388,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-021,New Zealand - South Island,Otago,Mount Ansted,2388,7834,168.6174,-44.5073,168.6174,-44.5073,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-022,New Zealand - South Island,Otago,Anita Peak,2380,7808,169.7029,-44.0101,169.7029,-44.0101,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-023,New Zealand - South Island,Otago,Mount Calvin,2375,7791,169.6163,-44.1357,169.6163,-44.1357,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-024,New Zealand - South Island,Otago,Mount French,2356,7729,168.7159,-44.4116,168.7159,-44.4116,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-025,New Zealand - South Island,Otago,Albert Peak,2353,7719,168.3346,-44.4967,168.3346,-44.4967,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-026,New Zealand - South Island,Otago,Turret Head,2350,7709,168.3800,-44.6586,168.3800,-44.6586,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-027,New Zealand - South Island,Otago,Mount Bonpland,2343,7687,168.2792,-44.8265,168.2792,-44.8265,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-028,New Zealand - South Island,Otago,Mount Alta,2339,7673,168.9719,-44.5033,168.9719,-44.5033,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-029,New Zealand - South Island,Otago,Mount Enderby,2338,7670,169.5711,-44.0351,169.5711,-44.0351,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-030,New Zealand - South Island,Otago,College Peak,2330,7644,169.6790,-44.0469,169.6790,-44.0469,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-031,New Zealand - South Island,Otago,Double Cone,2319,7608,168.8078,-45.0716,168.8078,-45.0716,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-032,New Zealand - South Island,Otago,Lochnagar,2316,7598,168.5684,-44.5951,168.5684,-44.5951,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-033,New Zealand - South Island,Otago,Mount Lima,2310,7578,168.5981,-44.6410,168.5981,-44.6410,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-034,New Zealand - South Island,Otago,ZL3/OT-034,2308,7572,168.6400,-44.5582,168.6400,-44.5582,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-035,New Zealand - South Island,Otago,Mount Tūwhakarōria,2307,7568,168.8476,-45.1397,168.8476,-45.1397,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-036,New Zealand - South Island,Otago,ZL3/OT-036,2303,7555,169.6543,-44.0929,169.6543,-44.0929,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-037,New Zealand - South Island,Otago,Mount Larkins,2300,7545,168.4924,-44.8790,168.4924,-44.8790,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-038,New Zealand - South Island,Otago,Somnus,2293,7522,168.2209,-44.6643,168.2209,-44.6643,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-039,New Zealand - South Island,Otago,ZL3/OT-039,2290,7513,168.5619,-44.6118,168.5619,-44.6118,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-040,New Zealand - South Island,Otago,Black Peak,2289,7509,168.8313,-44.5838,168.8313,-44.5838,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-041,New Zealand - South Island,Otago,Highlander Peak,2285,7496,169.5481,-44.2273,169.5481,-44.2273,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-042,New Zealand - South Island,Otago,Mount Clarke,2285,7496,168.4802,-44.5515,168.4802,-44.5515,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-043,New Zealand - South Island,Otago,Richardson Mountains (South),2284,7493,168.5285,-44.7313,168.5285,-44.7313,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-044,New Zealand - South Island,Otago,Mount Aeolus,2283,7490,168.9712,-44.2353,168.9712,-44.2353,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-045,New Zealand - South Island,Otago,ZL3/OT-045,2283,7490,168.5475,-44.6780,168.5475,-44.6780,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-046,New Zealand - South Island,Otago,Mount Maitland,2280,7480,169.6243,-43.9587,169.6243,-43.9587,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-047,New Zealand - South Island,Otago,Tongue Spur,2278,7473,169.6239,-43.9785,169.6239,-43.9785,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-048,New Zealand - South Island,Otago,Chosspile Peaks,2278,7473,169.6592,-44.0806,169.6592,-44.0806,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-049,New Zealand - South Island,Otago,ZL3/OT-049,2277,7470,169.6002,-44.1519,169.6002,-44.1519,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-050,New Zealand - South Island,Otago,ZL3/OT-050,2271,7450,168.5951,-44.7016,168.5951,-44.7016,10,3,01/05/2016,31/12/2099,0,,,
ZL3/OT-051,New Zealand - South Island,Otago,Little Lochnagar,2268,7440,168.5816,-44.6038,168.5816,-44.6038,10,3,01/05/2016,31/12/2099,0,,,
