SummitCode,AssociationName,RegionName,SummitName,AltM,AltFt,GridRef1,GridRef2,Longitude,Latitude,Points,BonusPoints,ValidFrom,ValidTo,ActivationCount,ActivationDate,ActivationCall
ZL1/WL-010,New Zealand - North Island,Wellington,Aokaparangi,1354,4442,175.3573,-40.8865,175.3573,-40.8865,8,3,01/12/2015,31/12/2099,0,,,
ZL1/WL-011,New Zealand - North Island,Wellington,Maungahuka,1330,4364,175.3337,-40.9146,175.3337,-40.9146,8,3,01/12/2015,31/12/2099,0,,,
ZL1/WL-012,New Zealand - North Island,Wellington,Kahiwiroa,1320,4331,175.3591,-40.8658,175.3591,-40.8658,8,3,01/12/2015,31/12/2099,0,,,
ZL1/WL-013,New Zealand - North Island,Wellington,Quoin,1206,3957,175.2419,-40.9990,175.2419,-40.9990,8,3,01/12/2015,31/12/2099,0,,,
ZL1/WL-014,New Zealand - North Island,Wellington,ZL1/WL-014,1118,3668,175.3440,-40.9607,175.3440,-40.9607,6,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-015,New Zealand - North Island,Wellington,Te Mara,1104,3622,175.5128,-40.8021,175.5128,-40.8021,6,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-016,New Zealand - North Island,Wellington,Kapakapanui,1102,3615,175.1620,-40.9325,175.1620,-40.9325,6,0,01/12/2015,31/12/2099,1,17/03/2019,ZL2YD,
ZL1/WL-017,New Zealand - North Island,Wellington,Twin Peak,1097,3599,175.3604,-40.7329,175.3604,-40.7329,6,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-018,New Zealand - North Island,Wellington,Oriwa,1085,3560,175.3468,-40.7522,175.3468,-40.7522,6,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-019,New Zealand - North Island,Wellington,ZL1/WL-019,1030,3379,175.3208,-40.7697,175.3208,-40.7697,6,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-020,New Zealand - North Island,Wellington,Mount Ross,981,3219,175.3490,-41.4593,175.3490,-41.4593,6,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-021,New Zealand - North Island,Wellington,Te Maunga,979,3212,175.3321,-41.3991,175.3321,-41.3991,6,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-022,New Zealand - North Island,Wellington,ZL1/WL-022,975,3199,175.2816,-40.8042,175.2816,-40.8042,6,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-023,New Zealand - North Island,Wellington,Mount Matthews,941,3087,175.0144,-41.3519,175.0144,-41.3519,6,0,01/12/2015,31/12/2099,1,19/10/2018,ZL2ATH,
ZL1/WL-024,New Zealand - North Island,Wellington,ZL1/WL-024,906,2972,175.3326,-41.5514,175.3326,-41.5514,6,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-025,New Zealand - North Island,Wellington,Papatahi,902,2959,175.0474,-41.3177,175.0474,-41.3177,6,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-026,New Zealand - North Island,Wellington,Reeves,899,2949,175.3510,-41.0166,175.3510,-41.0166,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-027,New Zealand - North Island,Wellington,ZL1/WL-027,890,2920,175.1605,-40.9556,175.1605,-40.9556,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-028,New Zealand - North Island,Wellington,Mount Barton,889,2917,175.3411,-41.5565,175.3411,-41.5565,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-029,New Zealand - North Island,Wellington,Pinnacle,877,2877,175.4741,-40.8825,175.4741,-40.8825,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-030,New Zealand - North Island,Wellington,ZL1/WL-030,876,2874,175.2803,-40.8670,175.2803,-40.8670,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-031,New Zealand - North Island,Wellington,The Peak,864,2835,174.9588,-41.3909,174.9588,-41.3909,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-032,New Zealand - North Island,Wellington,Bull Hill,863,2831,175.3399,-41.3489,175.3399,-41.3489,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-033,New Zealand - North Island,Wellington,Climie,862,2828,175.1434,-41.1503,175.1434,-41.1503,4,0,01/12/2015,31/12/2099,5,28/08/2019,ZL2ATH,
ZL1/WL-034,New Zealand - North Island,Wellington,Waitatapia,862,2828,175.2659,-40.8735,175.2659,-40.8735,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-035,New Zealand - North Island,Wellington,ZL1/WL-035,860,2822,175.3017,-40.8483,175.3017,-40.8483,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-036,New Zealand - North Island,Wellington,Mangatoetoe,855,2805,175.3001,-41.5796,175.3001,-41.5796,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-037,New Zealand - North Island,Wellington,Maymorn,851,2792,175.1963,-41.0228,175.1963,-41.0228,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-038,New Zealand - North Island,Wellington,ZL1/WL-038,846,2776,175.3162,-41.5591,175.3162,-41.5591,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-039,New Zealand - North Island,Wellington,Tapokopoko,843,2766,174.9707,-41.3709,174.9707,-41.3709,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-040,New Zealand - North Island,Wellington,Kakanui,822,2697,175.1359,-40.9647,175.1359,-40.9647,4,0,01/12/2015,31/12/2099,2,24/03/2019,ZL2ATH,
ZL1/WL-041,New Zealand - North Island,Wellington,ZL1/WL-041,820,2690,175.0757,-41.2470,175.0757,-41.2470,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-042,New Zealand - North Island,Wellington,Waiohine,818,2684,175.4142,-40.9607,175.4142,-40.9607,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-043,New Zealand - North Island,Wellington,Bawbaw,810,2657,175.1297,-41.2163,175.1297,-41.2163,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-044,New Zealand - North Island,Wellington,Kaiwhiri,807,2648,175.3286,-41.5049,175.3286,-41.5049,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-045,New Zealand - North Island,Wellington,ZL1/WL-045,805,2641,175.2644,-41.0861,175.2644,-41.0861,4,0,01/12/2015,31/12/2099,1,08/07/2017,ZL2ATH,
ZL1/WL-046,New Zealand - North Island,Wellington,ZL1/WL-046,800,2625,175.0153,-41.2890,175.0153,-41.2890,4,0,01/12/2015,31/12/2099,1,03/12/2016,ZL2ATH,
ZL1/WL-047,New Zealand - North Island,Wellington,Mount Mabel,785,2575,175.4010,-41.3919,175.4010,-41.3919,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-048,New Zealand - North Island,Wellington,ZL1/WL-048,780,2559,175.3291,-41.4653,175.3291,-41.4653,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-049,New Zealand - North Island,Wellington,Dagg,760,2493,175.5178,-40.8541,175.5178,-40.8541,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-050,New Zealand - North Island,Wellington,Iraia,760,2493,175.3472,-41.4147,175.3472,-41.4147,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-051,New Zealand - North Island,Wellington,ZL1/WL-051,741,2431,175.2929,-41.4623,175.2929,-41.4623,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-052,New Zealand - North Island,Wellington,Winzenburg Hill,729,2392,175.4910,-40.8958,175.4910,-40.8958,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-053,New Zealand - North Island,Wellington,Whakapapa,728,2388,175.5497,-40.8199,175.5497,-40.8199,4,0,01/12/2015,31/12/2099,1,12/02/2019,ZL/W2AFE/P,
ZL1/WL-054,New Zealand - North Island,Wellington,Rimutaka,725,2379,175.2301,-41.1190,175.2301,-41.1190,4,0,01/12/2015,31/12/2099,13,20/03/2019,ZL2ATH,
ZL1/WL-055,New Zealand - North Island,Wellington,Wainui,722,2369,174.9786,-41.0127,174.9786,-41.0127,4,0,01/12/2015,31/12/2099,2,19/06/2019,ZL2YD,
ZL1/WL-056,New Zealand - North Island,Wellington,High Misty,717,2352,175.0780,-41.2054,175.0780,-41.2054,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-057,New Zealand - North Island,Wellington,Bruces Hill,710,2329,175.6403,-40.7450,175.6403,-40.7450,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-058,New Zealand - North Island,Wellington,Maunganui,708,2323,175.0487,-40.9695,175.0487,-40.9695,4,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-059,New Zealand - North Island,Wellington,McKerrow,706,2316,174.9725,-41.3135,174.9725,-41.3135,4,0,01/12/2015,31/12/2099,4,22/01/2019,ZL2ATH,
ZL1/WL-060,New Zealand - North Island,Wellington,ZL1/WL-060,686,2251,175.1804,-41.1597,175.1804,-41.1597,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-061,New Zealand - North Island,Wellington,Deraa,678,2224,175.2061,-41.1493,175.2061,-41.1493,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-062,New Zealand - North Island,Wellington,ZL1/WL-062,670,2198,175.4714,-40.9150,175.4714,-40.9150,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-063,New Zealand - North Island,Wellington,ZL1/WL-063,669,2195,175.4658,-40.9539,175.4658,-40.9539,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-064,New Zealand - North Island,Wellington,Mount Adams,664,2178,175.7670,-41.3168,175.7670,-41.3168,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-065,New Zealand - North Island,Wellington,Kaumatua Ridge,660,2165,175.1967,-41.1132,175.1967,-41.1132,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-066,New Zealand - North Island,Wellington,ZL1/WL-066,640,2100,175.2828,-41.5132,175.2828,-41.5132,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-067,New Zealand - North Island,Wellington,Devine,632,2073,175.0379,-41.2195,175.0379,-41.2195,2,0,01/12/2015,31/12/2099,2,23/11/2017,ZL2ATH,
ZL1/WL-068,New Zealand - North Island,Wellington,ZL1/WL-068,628,2060,175.7704,-41.1869,175.7704,-41.1869,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-069,New Zealand - North Island,Wellington,Mount Barton,627,2057,175.1021,-41.0385,175.1021,-41.0385,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-070,New Zealand - North Island,Wellington,ZL1/WL-070,616,2021,175.2542,-41.5695,175.2542,-41.5695,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-071,New Zealand - North Island,Wellington,Popes Hill,609,1998,175.5068,-40.9209,175.5068,-40.9209,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-072,New Zealand - North Island,Wellington,ZL1/WL-072,606,1988,175.3558,-41.5227,175.3558,-41.5227,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-073,New Zealand - North Island,Wellington,Rangitumau,604,1982,175.7361,-40.8512,175.7361,-40.8512,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-074,New Zealand - North Island,Wellington,Field,597,1959,175.1103,-40.8566,175.1103,-40.8566,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-075,New Zealand - North Island,Wellington,ZL1/WL-075,590,1936,175.3032,-41.5100,175.3032,-41.5100,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-076,New Zealand - North Island,Wellington,ZL1/WL-076,582,1909,175.7731,-41.2258,175.7731,-41.2258,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-077,New Zealand - North Island,Wellington,ZL1/WL-077,581,1906,175.1791,-41.1920,175.1791,-41.1920,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-078,New Zealand - North Island,Wellington,ZL1/WL-078,580,1903,175.6576,-41.1690,175.6576,-41.1690,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-079,New Zealand - North Island,Wellington,Rewa,578,1896,175.9819,-41.0576,175.9819,-41.0576,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-080,New Zealand - North Island,Wellington,Tent,560,1837,175.1961,-40.8623,175.1961,-40.8623,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-081,New Zealand - North Island,Wellington,ZL1/WL-081,560,1837,175.8248,-41.2998,175.8248,-41.2998,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-082,New Zealand - North Island,Wellington,Snowden,551,1808,175.7250,-40.7943,175.7250,-40.7943,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-083,New Zealand - North Island,Wellington,Kawakawa,545,1788,175.2860,-41.5483,175.2860,-41.5483,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-084,New Zealand - North Island,Wellington,ZL1/WL-084,538,1765,175.7442,-41.2780,175.7442,-41.2780,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-085,New Zealand - North Island,Wellington,ZL1/WL-085,537,1762,175.4869,-40.9217,175.4869,-40.9217,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-086,New Zealand - North Island,Wellington,Outlook Hill,537,1762,174.6459,-41.3107,174.6459,-41.3107,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-087,New Zealand - North Island,Wellington,ZL1/WL-087,535,1755,175.8675,-40.8068,175.8675,-40.8068,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-088,New Zealand - North Island,Wellington,ZL1/WL-088,534,1752,176.0002,-41.0509,176.0002,-41.0509,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-089,New Zealand - North Island,Wellington,ZL1/WL-089,530,1739,175.9686,-41.0848,175.9686,-41.0848,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-090,New Zealand - North Island,Wellington,ZL1/WL-090,529,1736,175.6177,-41.4208,175.6177,-41.4208,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-091,New Zealand - North Island,Wellington,ZL1/WL-091,526,1726,175.7244,-40.7787,175.7244,-40.7787,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-092,New Zealand - North Island,Wellington,High Maunganui,524,1719,175.1166,-41.2883,175.1166,-41.2883,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-093,New Zealand - North Island,Wellington,Tuteremoana,521,1709,174.9155,-40.8481,174.9155,-40.8481,2,0,01/12/2015,31/12/2099,3,21/09/2019,ZL2YD,
ZL1/WL-094,New Zealand - North Island,Wellington,ZL1/WL-094,519,1703,175.9699,-40.8572,175.9699,-40.8572,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-095,New Zealand - North Island,Wellington,ZL1/WL-095,512,1680,175.7483,-40.7524,175.7483,-40.7524,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-096,New Zealand - North Island,Wellington,Te Maipa,511,1677,175.8990,-41.0938,175.8990,-41.0938,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-097,New Zealand - North Island,Wellington,ZL1/WL-097,510,1673,175.7046,-40.6979,175.7046,-40.6979,2,0,01/12/2015,31/12/2099,1,02/01/2017,ZL2AJ,
ZL1/WL-098,New Zealand - North Island,Wellington,ZL1/WL-098,503,1650,175.9124,-40.9109,175.9124,-40.9109,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-099,New Zealand - North Island,Wellington,Pukeamuku,502,1647,176.2153,-40.7311,176.2153,-40.7311,2,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-100,New Zealand - North Island,Wellington,Turumatakoko,496,1627,175.8861,-41.1678,175.8861,-41.1678,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-101,New Zealand - North Island,Wellington,Hawkins Hill,495,1624,174.7262,-41.3292,174.7262,-41.3292,1,0,01/12/2015,31/12/2099,5,30/07/2018,ZL2ATH,
ZL1/WL-102,New Zealand - North Island,Wellington,ZL1/WL-102,494,1621,175.0499,-41.0782,175.0499,-41.0782,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-103,New Zealand - North Island,Wellington,ZL1/WL-103,485,1591,175.1796,-41.0639,175.1796,-41.0639,1,0,01/12/2015,31/12/2099,2,29/04/2017,ZL2ATH,
ZL1/WL-104,New Zealand - North Island,Wellington,Flagstaff,484,1588,175.9913,-40.9930,175.9913,-40.9930,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-105,New Zealand - North Island,Wellington,ZL1/WL-105,477,1565,174.9013,-41.3965,174.9013,-41.3965,1,0,01/12/2015,31/12/2099,1,04/05/2018,ZL2ATH,
ZL1/WL-106,New Zealand - North Island,Wellington,Windy Peak,475,1558,175.5177,-41.2880,175.5177,-41.2880,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-107,New Zealand - North Island,Wellington,Rangituhi / Colonial Knob,468,1535,174.8037,-41.1536,174.8037,-41.1536,1,0,01/12/2015,31/12/2099,3,20/03/2017,ZL2ATH,
ZL1/WL-108,New Zealand - North Island,Wellington,Terawhiti Hill,458,1503,174.6278,-41.2766,174.6278,-41.2766,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-109,New Zealand - North Island,Wellington,Mount Percy,458,1503,176.2448,-40.8077,176.2448,-40.8077,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-110,New Zealand - North Island,Wellington,Belmont,456,1496,174.8739,-41.1834,174.8739,-41.1834,1,0,01/12/2015,31/12/2099,2,21/05/2019,ZL2ATH,
ZL1/WL-111,New Zealand - North Island,Wellington,ZL1/WL-111,454,1490,175.5780,-40.8493,175.5780,-40.8493,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-112,New Zealand - North Island,Wellington,ZL1/WL-112,453,1486,175.7059,-41.3263,175.7059,-41.3263,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-113,New Zealand - North Island,Wellington,Tanawa,452,1483,176.1555,-40.7486,176.1555,-40.7486,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-114,New Zealand - North Island,Wellington,ZL1/WL-114,449,1473,175.0231,-40.9427,175.0231,-40.9427,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-115,New Zealand - North Island,Wellington,ZL1/WL-115,445,1460,175.0226,-41.0998,175.0226,-41.0998,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-116,New Zealand - North Island,Wellington,Kaukau,445,1460,174.7780,-41.2314,174.7780,-41.2314,1,0,01/12/2015,31/12/2099,7,19/10/2019,ZL1CNB,
ZL1/WL-117,New Zealand - North Island,Wellington,Moikau,444,1457,175.2505,-41.4222,175.2505,-41.4222,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-118,New Zealand - North Island,Wellington,Boulder Hill,442,1450,174.9371,-41.1521,174.9371,-41.1521,1,0,01/12/2015,31/12/2099,5,18/11/2019,ZL2ATH,
ZL1/WL-119,New Zealand - North Island,Wellington,ZL1/WL-119,442,1450,175.9332,-41.1547,175.9332,-41.1547,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-120,New Zealand - North Island,Wellington,ZL1/WL-120,440,1444,174.9528,-41.0119,174.9528,-41.0119,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-121,New Zealand - North Island,Wellington,ZL1/WL-121,440,1444,174.9201,-41.039,174.9201,-41.0390,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-122,New Zealand - North Island,Wellington,ZL1/WL-122,436,1430,175.4719,-41.4904,175.4719,-41.4904,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-123,New Zealand - North Island,Wellington,ZL1/WL-123,431,1414,175.5675,-41.17,175.5675,-41.1700,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-124,New Zealand - North Island,Wellington,ZL1/WL-124,430,1411,176.1381,-40.911,176.1381,-40.9110,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-125,New Zealand - North Island,Wellington,ZL1/WL-125,430,1411,175.9381,-41.1216,175.9381,-41.1216,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-126,New Zealand - North Island,Wellington,Big Hill,428,1404,175.8793,-41.0028,175.8793,-41.0028,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-127,New Zealand - North Island,Wellington,ZL1/WL-127,421,1381,175.2351,-41.5374,175.2351,-41.5374,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-128,New Zealand - North Island,Wellington,Pilgrim,416,1365,175.6568,-41.3476,175.6568,-41.3476,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-129,New Zealand - North Island,Wellington,Makara Hill,412,1352,174.7073,-41.2895,174.7073,-41.2895,1,0,01/12/2015,31/12/2099,1,06/07/2016,ZL2ATH,
ZL1/WL-130,New Zealand - North Island,Wellington,Haldon,411,1348,176.1596,-40.8722,176.1596,-40.8722,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-131,New Zealand - North Island,Wellington,ZL1/WL-131,407,1335,175.7164,-41.2493,175.7164,-41.2493,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-132,New Zealand - North Island,Wellington,ZL1/WL-132,406,1332,175.6883,-41.3996,175.6883,-41.3996,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-133,New Zealand - North Island,Wellington,ZL1/WL-133,400,1312,175.7453,-41.1549,175.7453,-41.1549,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-134,New Zealand - North Island,Wellington,ZL1/WL-134,396,1299,176.1708,-40.8433,176.1708,-40.8433,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-135,New Zealand - North Island,Wellington,Poroporo,381,1250,175.7125,-41.0471,175.7125,-41.0471,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-136,New Zealand - North Island,Wellington,Mungaroa,379,1243,175.4399,-41.554,175.4399,-41.5540,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-137,New Zealand - North Island,Wellington,Mangapakeha Taipos,376,1234,176.0048,-40.9225,176.0048,-40.9225,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-138,New Zealand - North Island,Wellington,Lowry,373,1224,174.9248,-41.2673,174.9248,-41.2673,1,0,01/12/2015,31/12/2099,17,14/09/2019,ZL2ATH,
ZL1/WL-139,New Zealand - North Island,Wellington,Mount Misery,371,1217,176.1168,-40.8358,176.1168,-40.8358,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-140,New Zealand - North Island,Wellington,Pukemuri,364,1194,175.4934,-41.5172,175.4934,-41.5172,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-141,New Zealand - North Island,Wellington,Maunsell,358,1175,176.0837,-40.8607,176.0837,-40.8607,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-142,New Zealand - North Island,Wellington,ZL1/WL-142,354,1161,175.8386,-40.9342,175.8386,-40.9342,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-143,New Zealand - North Island,Wellington,Papakirae,353,1158,175.0530,-40.9069,175.0530,-40.9069,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-144,New Zealand - North Island,Wellington,Otahoua,351,1152,175.7548,-40.9756,175.7548,-40.9756,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-145,New Zealand - North Island,Wellington,Waipawa,347,1138,175.5185,-41.4113,175.5185,-41.4113,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-146,New Zealand - North Island,Wellington,ZL1/WL-146,318,1043,175.5355,-41.4773,175.5355,-41.4773,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-147,New Zealand - North Island,Wellington,ZL1/WL-147,307,1007,176.0697,-41.0374,176.0697,-41.0374,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-148,New Zealand - North Island,Wellington,Rangitoto,303,994,176.0884,-40.9416,176.0884,-40.9416,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-149,New Zealand - North Island,Wellington,ZL1/WL-149,299,981,175.5261,-41.4983,175.5261,-41.4983,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-150,New Zealand - North Island,Wellington,Morison Hill,295,968,175.5039,-41.1521,175.5039,-41.1521,1,0,01/12/2015,31/12/2099,0,,,
ZL1/WL-151,New Zealand - North Island,Wellington,ZL1/WL-151,262,860,174.8539,-41.0528,174.8539,-41.0528,1,0,01/12/2015,31/12/2099,3,14/11/2018,ZL2ATH,
ZL1/WL-152,New Zealand - North Island,Wellington,Mount Cameron,252,827,174.8739,-41.3336,174.8739,-41.3336,1,0,01/12/2015,31/12/2099,1,11/06/2016,ZL2ATH,
ZL1/WL-153,New Zealand - North Island,Wellington,Mount Crawford,163,535,174.8284,-41.2945,174.8284,-41.2945,1,0,01/12/2015,31/12/2099,14,19/10/2019,ZL2ATH,
ZL3/CB-001,New Zealand - South Island,Canterbury,Aoraki / Mount Cook (High Peak),3724,12217,170.1421,-43.5950,170.1421,-43.5950,10,3,01/05/2016,31/12/2099,0,,,
ZL3/CB-002,New Zealand - South Island,Canterbury,Malte Brun,3199,10495,170.3049,-43.5624,170.3049,-43.5624,10,3,01/05/2016,31/12/2099,0,,,
ZL3/CB-003,New Zealand - South Island,Canterbury,Mount Hamilton,3025,9924,170.3293,-43.5546,170.3293,-43.5546,10,3,01/05/2016,31/12/2099,0,,,
ZL3/CB-004,New Zealand - South Island,Canterbury,Mount Chudleigh,2966,9730,170.2785,-43.5874,170.2785,-43.5874,10,3,01/05/2016,31/12/2099,0,,,
ZL3/CB-005,New Zealand - South Island,Canterbury,Haeckel Peak,2965,9727,170.3454,-43.5401,170.3454,-43.5401,10,3,01/05/2016,31/12/2099,0,,,
ZL3/CB-006,New Zealand - South Island,Canterbury,Mount Darwin,2952,9685,170.3398,-43.5270,170.3398,-43.5270,10,3,01/05/2016,31/12/2099,0,,,
ZL3/CB-007,New Zealand - South Island,Canterbury,Aiguilles Rouges,2950,9678,170.2917,-43.5775,170.2917,-43.5775,10,3,01/05/2016,31/12/2099,0,,,
ZL3/CB-008,New Zealand - South Island,Canterbury,Mount D'Archiac,2875,9432,170.5817,-43.4649,170.5817,-43.4649,10,3,01/05/2016,31/12/2099,0,,,
ZL3/CB-009,New Zealand - South Island,Canterbury,Hochstetter Dome,2827,9274,170.3493,-43.5024,170.3493,-43.5024,10,3,01/05/2016,31/12/2099,0,,,
ZL3/CB-010,New Zealand - South Island,Canterbury,Mount Hutton,2822,9258,170.3913,-43.6044,170.3913,-43.6044,10,3,01/05/2016,31/12/2099,0,,,
ZL3/CB-011,New Zealand - South Island,Canterbury,Mount Ronald Adair,2818,9245,170.4005,-43.5922,170.4005,-43.5922,10,3,01/05/2016,31/12/2099,0,,,
ZL3/CB-012,New Zealand - South Island,Canterbury,Mount Sibbald,2811,9222,170.5548,-43.5518,170.5548,-43.5518,10,3,01/05/2016,31/12/2099,0,,,
ZL3/CB-013,New Zealand - South Island,Canterbury,Mount Arrowsmith,2781,9124,170.9782,-43.3569,170.9782,-43.3569,10,3,01/05/2016,31/12/2099,0,,,
ZL3/CB-014,New Zealand - South Island,Canterbury,The Nuns Veil,2749,9019,170.2473,-43.6935,170.2473,-43.6935,10,3,01/05/2016,31/12/2099,0,,,
ZL3/CB-015,New Zealand - South Island,Canterbury,Jagged Peak,2706,8877,171.0102,-43.3333,171.0102,-43.3333,10,3,01/05/2016,31/12/2099,0,,,
ZL3/CB-016,New Zealand - South Island,Canterbury,Mount Johnson,2692,8832,170.2619,-43.6036,170.2619,-43.6036,10,3,01/05/2016,31/12/2099,0,,,
ZL3/CB-017,New Zealand - South Island,Canterbury,Couloir Peak,2642,8667,170.9897,-43.3412,170.9897,-43.3412,10,3,01/05/2016,31/12/2099,0,,,
ZL3/CB-018,New Zealand - South Island,Canterbury,Red Peak,2637,8651,170.9894,-43.3143,170.9894,-43.3143,10,3,01/05/2016,31/12/2099,0,,,
